,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
18:27:12:00,-86.0,-87.0,-86.0,-86.0,-97.0,-97.0,-99.0,-65.0,-65.0,-66.0,-91.0,-94.0,-92.0,,-64.0,-66.0,-66.0,-48.0,-48.0,-89.0,-49.0,-90.0,-90.0,-80.0,-78.0,-80.0,,,,,,,,,,,,,,,,44.43493749998153,26.04793945854262
18:27:13:00,-79.0,-69.0,-68.0,-68.0,-96.0,-98.0,-96.0,-60.0,-60.0,-60.0,-80.0,-80.0,-81.0,,-63.0,-63.0,-63.0,-49.0,-49.0,-93.0,-50.0,-91.0,-90.0,-79.0,-78.0,-79.0,,,,,,,,-94.0,-94.0,-95.0,,,,,,44.434937499981,26.047927703460484
18:27:14:00,-70.0,-64.0,-64.0,-64.0,-92.0,-94.0,-94.0,-55.0,-54.0,-54.0,-79.0,-79.0,-76.0,,-65.0,-65.0,-65.0,-50.0,-52.0,-87.0,-47.0,-87.0,-87.0,-70.0,-67.0,-68.0,,,,,,,,-90.0,-89.0,-87.0,,,,,,44.4349374999802,26.047913219519994
18:27:16:00,-70.0,-64.0,-64.0,-64.0,-92.0,-94.0,-94.0,-55.0,-54.0,-54.0,-79.0,-79.0,-76.0,,-65.0,-65.0,-65.0,-50.0,-52.0,-87.0,-47.0,-87.0,-87.0,-70.0,-67.0,-68.0,,,,,,,,-90.0,-89.0,-87.0,,,,,,44.43493749997968,26.04789747610642
18:27:19:00,-69.0,-61.0,-62.0,-61.0,-86.0,-90.0,-85.0,-57.0,-58.0,-57.0,-76.0,-76.0,-78.0,,-64.0,-64.0,-64.0,-43.0,-43.0,-87.0,-43.0,-87.0,-86.0,-76.0,-76.0,-78.0,,,,,,,,-91.0,-89.0,-90.0,,,,,,44.43493749997914,26.047887787851916
18:27:20:00,-70.0,-59.0,-59.0,-59.0,-90.0,-93.0,-92.0,-50.0,-49.0,-49.0,-65.0,-65.0,-65.0,,-62.0,-62.0,-62.0,-49.0,-49.0,-85.0,-49.0,-86.0,-85.0,-63.0,-63.0,-63.0,,,,,,,,-96.0,-97.0,-94.0,,,,,,44.43493806205498,26.047884881375563
18:27:21:00,-68.0,-60.0,-60.0,-60.0,-97.0,-98.0,-99.0,-46.0,-46.0,-46.0,-62.0,-62.0,-61.0,-97.0,-61.0,,-61.0,-45.0,-45.0,,-46.0,-84.0,-84.0,-61.0,-60.0,-61.0,-98.0,-99.0,,,,,,-101.0,,,,,,,,44.43494199658677,26.04788068313162
18:27:22:00,-69.0,-63.0,-63.0,-61.0,-88.0,-85.0,-84.0,-46.0,-46.0,-46.0,-64.0,-64.0,-64.0,-99.0,-64.0,-64.0,-64.0,-46.0,-46.0,-84.0,-47.0,-84.0,-84.0,-66.0,-66.0,-67.0,-99.0,-98.0,,,,,,-87.0,-87.0,-87.0,,,,,,44.434941996586005,26.04786668898514
18:27:23:00,-69.0,-54.0,-54.0,-54.0,-90.0,-87.0,-88.0,-56.0,-56.0,-55.0,-82.0,-82.0,-82.0,,-57.0,-58.0,-57.0,-46.0,-47.0,-86.0,-48.0,-86.0,-86.0,-79.0,-78.0,-78.0,,,,,,,,-96.0,-93.0,-96.0,,,,,,44.43494199658524,26.04785269483866
18:27:24:00,-63.0,-57.0,-57.0,-57.0,-86.0,-85.0,-85.0,-54.0,-54.0,-54.0,-83.0,-83.0,-83.0,,-63.0,-63.0,-62.0,-53.0,-53.0,-85.0,-54.0,-84.0,-84.0,-80.0,-81.0,-81.0,,,,,,,,-96.0,-97.0,-96.0,,,,,,44.43494199658446,26.047838700692186
18:27:25:00,-74.0,-54.0,-54.0,-54.0,-92.0,-92.0,-89.0,-67.0,-67.0,-67.0,-88.0,-89.0,-89.0,-102.0,-58.0,-59.0,-59.0,-54.0,-54.0,-88.0,-53.0,-89.0,-88.0,-84.0,-84.0,-84.0,-98.0,-96.0,,,,,,-97.0,-95.0,-98.0,,,,,,44.43494199658362,26.047823482057886
18:27:26:00,-74.0,-54.0,-54.0,-54.0,-92.0,-92.0,-89.0,-67.0,-67.0,-67.0,-88.0,-89.0,-89.0,-102.0,-58.0,-59.0,-59.0,-54.0,-54.0,-88.0,-53.0,-89.0,-88.0,-84.0,-84.0,-84.0,-98.0,-96.0,,,,,,-97.0,-95.0,-98.0,,,,,,44.43494199658276,26.0478077386431
18:27:27:00,-74.0,-54.0,-54.0,-54.0,-92.0,-92.0,-89.0,-67.0,-67.0,-67.0,-88.0,-89.0,-89.0,-102.0,-58.0,-59.0,-59.0,-54.0,-54.0,-88.0,-53.0,-89.0,-88.0,-84.0,-84.0,-84.0,-98.0,-96.0,,,,,,-97.0,-95.0,-98.0,,,,,,44.43494199658192,26.047792520008805
18:27:28:00,-66.0,-54.0,-54.0,-54.0,-86.0,-86.0,-86.0,-63.0,-62.0,-63.0,-94.0,-96.0,-95.0,-94.0,-54.0,-54.0,-54.0,-57.0,-58.0,-82.0,-57.0,-81.0,-81.0,-90.0,-90.0,-89.0,-94.0,-92.0,,,,,,-99.0,,-100.0,,,,,,44.43494199658132,26.047779085628186
18:27:29:00,-68.0,-52.0,-52.0,-52.0,-87.0,-86.0,-87.0,-70.0,-70.0,-70.0,-90.0,-90.0,-90.0,-90.0,-52.0,-52.0,-52.0,-56.0,-56.0,-82.0,-56.0,-82.0,-82.0,-90.0,-90.0,-91.0,-87.0,-89.0,,,,,,-99.0,,-100.0,,,,,,44.43494199658071,26.047764331799478
18:27:30:00,-67.0,-41.0,-41.0,-41.0,-78.0,-78.0,-72.0,-75.0,-75.0,-76.0,-93.0,-92.0,-93.0,-85.0,-50.0,-50.0,-50.0,-57.0,-57.0,-70.0,-58.0,-70.0,-71.0,-90.0,-88.0,-89.0,-86.0,-86.0,,,,,,,,-99.0,,,,,,44.43494199658015,26.047749488008392
18:27:31:00,-61.0,-46.0,-46.0,-45.0,-62.0,-62.0,-62.0,-67.0,-67.0,-66.0,-87.0,-87.0,-86.0,-91.0,-49.0,-49.0,-50.0,-58.0,-58.0,-58.0,-58.0,-59.0,-59.0,-86.0,-86.0,-86.0,-92.0,-92.0,,,,,,,,,,,,,,44.4349419965797,26.047733744593607
18:27:32:00,-61.0,-52.0,-52.0,-52.0,-66.0,-67.0,-66.0,-69.0,-68.0,-69.0,-88.0,-88.0,-90.0,-82.0,-48.0,-48.0,-48.0,-66.0,-66.0,-61.0,-66.0,-61.0,-61.0,-89.0,-88.0,-88.0,-82.0,-82.0,-97.0,-99.0,-97.0,,,,,-99.0,,,,,,44.43494199657886,26.04771835103248
18:27:33:00,-57.0,-44.0,-44.0,-44.0,-68.0,-69.0,-69.0,-67.0,-67.0,-67.0,-90.0,-91.0,-90.0,-89.0,-45.0,-45.0,-44.0,-59.0,-59.0,-63.0,-59.0,-63.0,-62.0,-86.0,-87.0,-86.0,-88.0,-90.0,,,,,,,,,,,,,,44.43494199657806,26.047703832105512
18:27:34:00,-60.0,-40.0,-40.0,-40.0,,,,-70.0,-69.0,-69.0,-93.0,-94.0,-93.0,-90.0,-47.0,-48.0,-48.0,-65.0,-65.0,-56.0,-66.0,-57.0,-56.0,-90.0,-90.0,-91.0,-90.0,-90.0,,,,,,,,,,,,,,44.4349391861976,26.04769596039812
18:27:35:00,-56.0,-43.0,-43.0,-43.0,,,,-66.0,-66.0,-66.0,-94.0,-94.0,-94.0,-89.0,-47.0,-47.0,-46.0,-67.0,-66.0,-70.0,-66.0,-70.0,-69.0,-91.0,-90.0,-91.0,-89.0,-84.0,,,,,,,,,,,,,,44.434937499969216,26.04768917861996
18:27:37:00,-56.0,-56.0,-56.0,-56.0,-92.0,-93.0,-91.0,-83.0,-82.0,-82.0,-93.0,-95.0,-95.0,-87.0,-53.0,-54.0,-53.0,-74.0,-74.0,-80.0,-73.0,-79.0,-79.0,-90.0,-90.0,-89.0,-88.0,-87.0,,,,,,,,,,,,,,44.43493749996873,26.047677488126187
18:27:41:00,-60.0,-59.0,-58.0,-59.0,-76.0,-76.0,-78.0,-75.0,-75.0,-75.0,-94.0,-94.0,-95.0,-94.0,-57.0,-57.0,-57.0,-68.0,-68.0,-76.0,-68.0,-78.0,-78.0,-93.0,-93.0,-91.0,-95.0,-95.0,,,,,,,,,,,,,-101.0,44.43493749996802,26.04766447357097
18:27:42:00,-52.0,-52.0,-52.0,-52.0,-79.0,-79.0,-79.0,-83.0,-82.0,-83.0,-96.0,-96.0,-94.0,-93.0,-55.0,-55.0,-56.0,-66.0,-66.0,-73.0,-66.0,-74.0,-74.0,-90.0,-90.0,-90.0,-93.0,-94.0,,,,,,,,,,,,,,44.43493749996717,26.047649080011027
18:27:43:00,-53.0,-59.0,-58.0,-58.0,-85.0,-85.0,-84.0,-84.0,-85.0,-84.0,-96.0,-95.0,-97.0,-95.0,-59.0,-59.0,-59.0,-70.0,-70.0,-74.0,-70.0,-74.0,-73.0,,-94.0,-94.0,-95.0,-96.0,,,,,,,,,,,,,,44.43493749996643,26.04763550568999
18:27:44:00,-48.0,-65.0,-65.0,-65.0,-76.0,-76.0,-76.0,-79.0,-79.0,-79.0,-94.0,-94.0,-95.0,-96.0,-57.0,-58.0,-57.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-91.0,-91.0,-91.0,-95.0,-97.0,,,,,,,,,,,,,,44.43493749996571,26.04762249113477
18:27:45:00,-48.0,-65.0,-65.0,-65.0,-76.0,-76.0,-76.0,-79.0,-79.0,-79.0,-94.0,-94.0,-95.0,-96.0,-57.0,-58.0,-57.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-91.0,-91.0,-91.0,-95.0,-97.0,,,,,,,,,,,,,,44.434937499964576,26.047601807105227
19:07:59:00,-40.0,-58.0,-58.0,-58.0,-71.0,-71.0,-71.0,-74.0,-74.0,-73.0,-90.0,-89.0,-89.0,-89.0,-52.0,-52.0,-52.0,-64.0,-64.0,-65.0,-65.0,-66.0,-66.0,-84.0,-84.0,-85.0,-89.0,-91.0,,,,,,,,,,,,,,44.43493749999968,26.047607224877662
19:08:00:00,-49.0,-51.0,-52.0,-52.0,-70.0,-72.0,-72.0,-75.0,-75.0,-75.0,-87.0,-89.0,-88.0,-92.0,-50.0,-50.0,-50.0,-58.0,-58.0,-70.0,-58.0,-70.0,-70.0,,-85.0,-86.0,-92.0,-91.0,,,,,,,,,,,,,,44.434937499999,26.04761969238902
19:08:01:00,-46.0,-52.0,-52.0,-52.0,-73.0,-72.0,-72.0,-74.0,-74.0,-74.0,-90.0,-89.0,-90.0,-92.0,-52.0,-52.0,-52.0,-57.0,-58.0,-65.0,-58.0,-66.0,-65.0,-85.0,-85.0,-86.0,-91.0,-92.0,,,,,,,,,,,,,,44.43493749999818,26.047634561168508
19:08:02:00,-51.0,-43.0,-43.0,-43.0,-76.0,-73.0,-76.0,-80.0,-78.0,-80.0,-88.0,-89.0,-87.0,-80.0,-48.0,-48.0,-48.0,-67.0,-66.0,-72.0,-66.0,-73.0,-72.0,-84.0,-84.0,-83.0,-80.0,-79.0,,,,,,,,,,,,,,44.43493749999738,26.047649080094363
19:08:05:00,-50.0,-39.0,-38.0,-39.0,,,,-61.0,-61.0,-62.0,-86.0,-86.0,-87.0,-83.0,-50.0,-49.0,-49.0,-58.0,-59.0,-55.0,-58.0,-56.0,-56.0,-83.0,-82.0,-83.0,-82.0,,-91.0,-92.0,-94.0,,,,,,,,,,,44.43493749999603,26.04767359397665
19:08:06:00,-49.0,-36.0,-36.0,-36.0,-71.0,-77.0,-71.0,-67.0,-67.0,-69.0,-87.0,-86.0,-86.0,-81.0,-46.0,-46.0,-46.0,-57.0,-58.0,-65.0,-57.0,-64.0,-63.0,-83.0,-82.0,-82.0,-83.0,-83.0,,,,-87.0,-89.0,,,,,,,,,44.43493749999581,26.047678213360697
19:08:08:00,-53.0,-39.0,-39.0,-39.0,-63.0,-63.0,-64.0,-64.0,-64.0,-66.0,-84.0,-84.0,-84.0,-76.0,-45.0,-45.0,-45.0,-57.0,-58.0,-63.0,-58.0,-63.0,-62.0,-83.0,-83.0,-83.0,-76.0,-76.0,,,,,,,,,,,,,,44.43493255372683,26.0476833657506
19:08:09:00,-49.0,-41.0,-41.0,-41.0,-63.0,-62.0,-62.0,-74.0,-72.0,-74.0,-85.0,-86.0,-85.0,-73.0,-50.0,-51.0,-50.0,-71.0,-72.0,-73.0,-72.0,-73.0,-73.0,-85.0,-85.0,-85.0,-76.0,-77.0,,,,,,,,,,,,,,44.434927507533374,26.0476833657506
19:08:10:00,-58.0,-45.0,-45.0,-45.0,-65.0,-66.0,-66.0,-75.0,-75.0,-75.0,-86.0,-86.0,-85.0,-84.0,-53.0,-52.0,-52.0,-72.0,-72.0,-65.0,-73.0,-65.0,-65.0,-87.0,-85.0,-85.0,-84.0,-84.0,-94.0,-93.0,-94.0,,,,,,,,,,,44.43491726525953,26.0476833657506
19:08:11:00,-51.0,-58.0,-58.0,-58.0,-71.0,-71.0,-71.0,-77.0,-77.0,-76.0,-88.0,-89.0,-92.0,-88.0,-56.0,-56.0,-57.0,-73.0,-72.0,-66.0,-72.0,-67.0,-66.0,-89.0,,,-88.0,-87.0,,,,,,,,,,,,,,44.43490602373945,26.0476833657506
19:08:12:00,-50.0,-60.0,-60.0,-60.0,-73.0,-73.0,-73.0,-79.0,-80.0,-80.0,-92.0,-92.0,-93.0,-91.0,-56.0,-57.0,-57.0,-71.0,-71.0,-65.0,-71.0,-65.0,-64.0,-86.0,-85.0,-86.0,-92.0,-92.0,,,,,,,,,,,,,,44.434894782219374,26.0476833657506
19:08:13:00,-54.0,-54.0,-54.0,-54.0,-67.0,-67.0,-67.0,-72.0,-72.0,-72.0,-92.0,-91.0,-90.0,-87.0,-56.0,-57.0,-56.0,-70.0,-70.0,-66.0,-72.0,-65.0,-65.0,-86.0,-88.0,-87.0,-88.0,-91.0,,,,,,,,,,,,,,44.43488453994553,26.0476833657506
19:08:14:00,-56.0,-65.0,-67.0,-61.0,-77.0,-78.0,-78.0,-74.0,-74.0,-74.0,-85.0,-84.0,-84.0,-89.0,-58.0,-58.0,-58.0,-70.0,-67.0,-64.0,-70.0,-64.0,-65.0,-89.0,-89.0,,-90.0,-89.0,,,,,,,,,,,,,,44.43487454748325,26.0476833657506
19:08:15:00,-51.0,-57.0,-57.0,-55.0,-59.0,-60.0,-60.0,-76.0,-76.0,-75.0,-85.0,-85.0,-88.0,-86.0,-51.0,-52.0,-51.0,-67.0,-67.0,-63.0,-69.0,-63.0,-63.0,,,,-86.0,-85.0,,,,,,,,,,,,,,44.43487454748267,26.047693861348343
19:08:16:00,-52.0,-62.0,-62.0,-62.0,-57.0,-57.0,-57.0,-72.0,-73.0,-73.0,-85.0,-87.0,-86.0,-87.0,-49.0,-49.0,-49.0,-72.0,-72.0,-56.0,-72.0,-56.0,-55.0,-84.0,-83.0,-83.0,-87.0,-87.0,-92.0,-92.0,-92.0,,,,,,,,,,,44.43488254145239,26.04769596046789
19:08:17:00,-53.0,-56.0,-56.0,-56.0,-61.0,-61.0,-61.0,-81.0,-79.0,-79.0,-85.0,-84.0,-84.0,-86.0,-48.0,-48.0,-48.0,-70.0,-69.0,-59.0,-67.0,-58.0,-58.0,-81.0,-81.0,-81.0,-86.0,-88.0,,-94.0,-92.0,,,,,,,,,,,44.4348935331609,26.04769596046789
19:08:18:00,-54.0,-55.0,-55.0,-52.0,-70.0,-70.0,-71.0,-77.0,-78.0,-78.0,-86.0,-85.0,-85.0,-82.0,-48.0,-48.0,-49.0,-71.0,-73.0,-58.0,-67.0,-59.0,-58.0,-84.0,-84.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,44.43490377543475,26.04769596046789
19:08:19:00,-55.0,-45.0,-45.0,-45.0,-60.0,-60.0,-60.0,-72.0,-72.0,-72.0,-83.0,-85.0,,,-42.0,-43.0,-43.0,-63.0,-63.0,-58.0,-63.0,-58.0,-58.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,44.4349156593274,26.04769596046789
19:08:20:00,-65.0,-42.0,-43.0,-43.0,-76.0,-75.0,-76.0,-73.0,-73.0,-73.0,-90.0,-89.0,-91.0,-86.0,-49.0,-49.0,-49.0,-55.0,-55.0,-63.0,-55.0,-63.0,-63.0,-85.0,-85.0,-86.0,-87.0,-86.0,,,,,,,,,,,,,,44.4349258088141,26.04769596046789
19:08:21:00,-74.0,-58.0,-58.0,-58.0,-80.0,-80.0,-80.0,-65.0,-65.0,-64.0,-92.0,-93.0,-94.0,-92.0,-56.0,-56.0,-55.0,-62.0,-62.0,-74.0,-62.0,-74.0,-73.0,-88.0,-85.0,-88.0,-94.0,-93.0,,,,,,,,,,,,,,44.43493300338655,26.047703157456404
19:08:22:00,-75.0,-59.0,-63.0,-59.0,-89.0,-89.0,-90.0,-72.0,-72.0,-72.0,-94.0,-94.0,-94.0,-93.0,-56.0,-57.0,-56.0,-57.0,-57.0,-81.0,-57.0,-81.0,-81.0,-87.0,-87.0,-86.0,,-93.0,,,,,,,,,,,,,,44.43493300338555,26.04772114992768
19:08:23:00,-77.0,-66.0,-67.0,-66.0,-92.0,-90.0,-90.0,-59.0,-60.0,-59.0,-94.0,-92.0,-93.0,,-58.0,-58.0,-58.0,-53.0,-53.0,-85.0,-53.0,-84.0,-84.0,-86.0,-85.0,-85.0,,,,,,,,,,,,,,,,44.43493300338469,26.047736893340044
19:08:24:00,-78.0,-75.0,-75.0,-76.0,-89.0,-89.0,-89.0,-64.0,-64.0,-64.0,-92.0,-92.0,-92.0,,-63.0,-64.0,-64.0,-50.0,-49.0,-86.0,-50.0,-85.0,-86.0,-83.0,-83.0,-82.0,,,,,,,,,,,,,,,,44.43493300338383,26.047752636752406
19:08:25:00,-77.0,-74.0,-74.0,-74.0,-93.0,-93.0,-92.0,-72.0,-72.0,-72.0,-93.0,-92.0,-92.0,,-68.0,-70.0,-68.0,-51.0,-52.0,-89.0,-52.0,,,-86.0,-85.0,-84.0,,,,,,,,,,,,,,,,44.43493300338295,26.04776838016477
19:08:26:00,-80.0,-83.0,-83.0,-82.0,-92.0,-93.0,-90.0,-50.0,-50.0,-50.0,-89.0,-91.0,-89.0,,-65.0,-64.0,-65.0,-45.0,-46.0,,-46.0,-89.0,-89.0,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.434933003382085,26.047784123577134
19:08:27:00,-86.0,-81.0,-82.0,-81.0,,-93.0,-93.0,-54.0,-53.0,-54.0,-89.0,-87.0,-89.0,,-73.0,-73.0,-73.0,-49.0,-49.0,,-49.0,,,-80.0,-79.0,-80.0,,,,,,,,-94.0,,,,,,,,44.434933003381225,26.0477998669895
19:08:28:00,-87.0,-82.0,-82.0,-79.0,-93.0,-94.0,-93.0,-54.0,-54.0,-54.0,-84.0,-84.0,-83.0,,-66.0,-66.0,-66.0,-44.0,-44.0,,-44.0,,,-79.0,-78.0,-79.0,,,,,,,,-89.0,-90.0,-92.0,,,,,,44.43493300338036,26.047815610401862
19:08:29:00,-81.0,-71.0,-71.0,-71.0,-85.0,-85.0,-85.0,-49.0,-49.0,-49.0,-73.0,-73.0,-71.0,,-69.0,-70.0,-70.0,-46.0,-45.0,-85.0,-45.0,-85.0,-85.0,-59.0,-58.0,-59.0,,,,,,,,-91.0,-90.0,-90.0,,,,,,44.43493300337942,26.04783270324957
19:08:30:00,-75.0,-69.0,-69.0,-67.0,-81.0,-84.0,-80.0,-52.0,-52.0,-52.0,-65.0,-64.0,-66.0,,-62.0,-62.0,-62.0,-49.0,-46.0,-82.0,-50.0,-82.0,-82.0,-55.0,-52.0,-55.0,,,,,,,,-84.0,-82.0,-80.0,-89.0,-94.0,-94.0,-94.0,,44.43493300337862,26.04784709722659
19:08:31:00,-64.0,-59.0,-58.0,-59.0,-90.0,-91.0,-91.0,-49.0,-49.0,-48.0,-63.0,-63.0,-62.0,,-63.0,-67.0,-65.0,-48.0,-48.0,-83.0,-48.0,-82.0,-82.0,-49.0,-49.0,-49.0,,,,,,,,-83.0,-85.0,-84.0,,,,,,44.43493300337763,26.047865089697865
19:08:32:00,-63.0,-76.0,-73.0,-75.0,,,,-47.0,-47.0,-47.0,-59.0,-59.0,-59.0,,-63.0,-63.0,-63.0,-40.0,-39.0,-89.0,-39.0,-87.0,-86.0,-61.0,-61.0,-60.0,,,,,,,,,-81.0,,,,,,,44.43493300337682,26.047879843524303
19:08:33:00,-73.0,-62.0,-62.0,-62.0,-92.0,-91.0,-90.0,-49.0,-49.0,-49.0,-78.0,-77.0,-78.0,,-64.0,-64.0,-65.0,-50.0,-49.0,-86.0,-50.0,-86.0,-85.0,-73.0,-74.0,-75.0,,,,,,,,-82.0,-83.0,-83.0,,,,,,44.43493685761199,26.047884881416262
19:08:36:00,-73.0,-62.0,-62.0,-62.0,-92.0,-91.0,-90.0,-49.0,-49.0,-49.0,-78.0,-77.0,-78.0,,-64.0,-64.0,-65.0,-50.0,-49.0,-86.0,-50.0,-86.0,-85.0,-73.0,-74.0,-75.0,,,,,,,,-82.0,-83.0,-83.0,,,,,,44.43493749998392,26.04789666358384
19:08:37:00,-71.0,-71.0,-73.0,-73.0,-89.0,-89.0,-84.0,-51.0,-51.0,-51.0,-75.0,-74.0,-74.0,,-65.0,-65.0,-65.0,-44.0,-46.0,-84.0,-45.0,-84.0,-84.0,-71.0,-70.0,-70.0,,,,,,,,-86.0,-83.0,-84.0,,,,,,44.43493749998373,26.047902514039468
19:08:39:00,-77.0,-70.0,-67.0,-71.0,,,,-58.0,-57.0,-57.0,-79.0,-79.0,-79.0,,-60.0,-57.0,-58.0,-48.0,-49.0,-87.0,-51.0,-86.0,-85.0,-78.0,-78.0,-79.0,,,,,,,,,,,,,,,,44.43493046181461,26.047903773512555
19:08:40:00,-75.0,-68.0,-70.0,-70.0,-90.0,-90.0,-90.0,-61.0,-61.0,-61.0,-80.0,-81.0,-82.0,,-71.0,-71.0,-72.0,-49.0,-50.0,,-50.0,,-88.0,-77.0,-77.0,-76.0,,,,,,,,-90.0,-88.0,-89.0,,,,,,44.43492351053649,26.047903773512555
19:08:41:00,-77.0,-77.0,-77.0,-77.0,-89.0,-88.0,-88.0,-59.0,-59.0,-59.0,-70.0,-71.0,-71.0,,-76.0,-76.0,-76.0,-56.0,-55.0,-86.0,-56.0,-87.0,-86.0,-75.0,-74.0,-74.0,,,,,,,,-92.0,-89.0,-91.0,,,,,,44.43491276863953,26.047903773512555
19:08:42:00,-80.0,,,,-90.0,-90.0,-88.0,-69.0,-69.0,-69.0,,,,,-77.0,-77.0,-77.0,-59.0,-59.0,-86.0,-59.0,-85.0,-85.0,-81.0,-80.0,-80.0,,,,,,,,-92.0,-93.0,-93.0,,,,,,44.43490040296744,26.047903773512555
19:08:43:00,-86.0,-79.0,-79.0,-79.0,-91.0,-93.0,-93.0,-67.0,-67.0,-67.0,-72.0,-72.0,-72.0,,-76.0,-75.0,-74.0,-62.0,-63.0,,-63.0,,,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43488983593857,26.047903773512555
19:08:44:00,-82.0,-73.0,-73.0,-71.0,-90.0,-91.0,-90.0,-64.0,-64.0,-64.0,-77.0,-78.0,-78.0,,-75.0,-75.0,-75.0,-62.0,-62.0,,-62.0,,-89.0,-79.0,-78.0,-79.0,,,,,,,,-92.0,,-91.0,,,,,,44.43488054294864,26.047903773512555
19:08:45:00,-87.0,,,,-93.0,-89.0,-92.0,-64.0,-65.0,-65.0,,,,,-80.0,-79.0,-81.0,-58.0,-57.0,,-58.0,,,-79.0,-79.0,-79.0,,,,,,,,-94.0,-93.0,,,,,,,44.43487454747099,26.04790881139947
19:08:46:00,-75.0,-73.0,-73.0,-73.0,-90.0,-90.0,-88.0,-65.0,-66.0,-66.0,-84.0,-83.0,-84.0,,-77.0,-76.0,-76.0,-61.0,-62.0,,-62.0,-89.0,-88.0,-79.0,,-79.0,,,,,,,,-92.0,-91.0,-91.0,,,,,,44.43487454747022,26.04792266558849
19:08:47:00,-80.0,-77.0,-77.0,-77.0,-89.0,-88.0,-88.0,-60.0,-60.0,-60.0,-86.0,-87.0,-87.0,,-76.0,-76.0,-76.0,-59.0,-59.0,,-60.0,,,,,,,,,,,,,,,,,,,,,44.43487454746946,26.047936519777515
19:08:48:00,-82.0,-78.0,-77.0,-79.0,-91.0,-91.0,-91.0,-65.0,-65.0,-66.0,-82.0,-82.0,-80.0,,-71.0,-72.0,-71.0,-61.0,-61.0,,-61.0,,,-79.0,-78.0,-79.0,,,,,,,,,,,,,,,,44.43487945285976,26.04794155766443
19:08:49:00,-83.0,-75.0,-75.0,-75.0,,,,-61.0,-61.0,-61.0,-84.0,-83.0,-83.0,,-76.0,-76.0,-75.0,-54.0,-54.0,,-54.0,,-88.0,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43488853691638,26.04794155766443
19:08:50:00,-80.0,-84.0,-83.0,-83.0,-89.0,-87.0,-89.0,-60.0,-60.0,-60.0,-86.0,-77.0,-79.0,,-73.0,-72.0,-73.0,-57.0,-57.0,,-57.0,,,-80.0,-78.0,-78.0,,,,,,,,-93.0,-93.0,-93.0,,,,,,44.43489927881335,26.04794155766443
19:08:51:00,-77.0,-67.0,-69.0,-67.0,-89.0,-88.0,-88.0,-60.0,-59.0,-60.0,-72.0,-72.0,-72.0,,-70.0,-70.0,-67.0,-55.0,-57.0,-86.0,-56.0,-88.0,-87.0,-77.0,-77.0,-76.0,,,,,,,,-92.0,,,,,,,,44.43490952108719,26.04794155766443
19:08:52:00,-71.0,-67.0,-67.0,-70.0,,,,-61.0,-61.0,-62.0,-73.0,-73.0,-73.0,,-63.0,-63.0,-63.0,-52.0,-54.0,-88.0,-53.0,-87.0,-86.0,-78.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43492114867966,26.04794155766443
19:08:54:00,-71.0,-67.0,-67.0,-70.0,,,,-61.0,-61.0,-62.0,-73.0,-73.0,-73.0,,-63.0,-63.0,-63.0,-52.0,-54.0,-88.0,-53.0,-87.0,-86.0,-78.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43493749998159,26.04794155766443
19:08:54:01,-81.0,-82.0,-81.0,-81.0,-92.0,-92.0,-94.0,-61.0,-61.0,-62.0,-86.0,-89.0,-87.0,,-60.0,-62.0,-62.0,-46.0,-46.0,-84.0,-47.0,-85.0,-85.0,-75.0,-73.0,-75.0,,,,,,,,,,,,,,,,44.43493749998159,26.047941467702067
